Start,Finish,Steps (count)
04-Jan-2022 06:00,04-Jan-2022 07:00,398.195926269025
04-Jan-2022 07:00,04-Jan-2022 08:00,1368.35725152244
04-Jan-2022 08:00,04-Jan-2022 09:00,324.446822208536
04-Jan-2022 09:00,04-Jan-2022 10:00,686.794198071091
04-Jan-2022 10:00,04-Jan-2022 11:00,1345.20580192891
04-Jan-2022 11:00,04-Jan-2022 12:00,867.020854535659
04-Jan-2022 12:00,04-Jan-2022 13:00,1054.97914546434
04-Jan-2022 13:00,04-Jan-2022 14:00,561.0
04-Jan-2022 14:00,04-Jan-2022 15:00,0.0
04-Jan-2022 15:00,04-Jan-2022 16:00,263.0
04-Jan-2022 16:00,04-Jan-2022 17:00,0.0
04-Jan-2022 17:00,04-Jan-2022 18:00,150.0
04-Jan-2022 18:00,04-Jan-2022 19:00,2594.52443946683
04-Jan-2022 19:00,04-Jan-2022 20:00,2882.5731727239
04-Jan-2022 20:00,04-Jan-2022 21:00,1879.90238780927
04-Jan-2022 21:00,04-Jan-2022 22:00,2.0
04-Jan-2022 22:00,04-Jan-2022 23:00,17.0
04-Jan-2022 23:00,05-Jan-2022 00:00,0.0
05-Jan-2022 00:00,05-Jan-2022 01:00,0.0
05-Jan-2022 01:00,05-Jan-2022 02:00,0.0
05-Jan-2022 02:00,05-Jan-2022 03:00,0.0
05-Jan-2022 03:00,05-Jan-2022 04:00,0.0
05-Jan-2022 04:00,05-Jan-2022 05:00,0.0
05-Jan-2022 05:00,05-Jan-2022 06:00,0.0
05-Jan-2022 06:00,05-Jan-2022 07:00,17.0
05-Jan-2022 07:00,05-Jan-2022 08:00,28.0
05-Jan-2022 08:00,05-Jan-2022 09:00,136.0
05-Jan-2022 09:00,05-Jan-2022 10:00,572.758213386967
05-Jan-2022 10:00,05-Jan-2022 11:00,466.585906494076
05-Jan-2022 11:00,05-Jan-2022 12:00,1248.86320851368
05-Jan-2022 12:00,05-Jan-2022 13:00,199.792671605278
05-Jan-2022 13:00,05-Jan-2022 14:00,180.163616482357
05-Jan-2022 14:00,05-Jan-2022 15:00,2201.83638351764
05-Jan-2022 15:00,05-Jan-2022 16:00,214.0
05-Jan-2022 16:00,05-Jan-2022 17:00,468.0
05-Jan-2022 17:00,05-Jan-2022 18:00,3868.01753558808
05-Jan-2022 18:00,05-Jan-2022 19:00,1189.98246441192
05-Jan-2022 19:00,05-Jan-2022 20:00,15.0
05-Jan-2022 20:00,05-Jan-2022 21:00,220.0
05-Jan-2022 21:00,05-Jan-2022 22:00,0.0
05-Jan-2022 22:00,05-Jan-2022 23:00,0.0
05-Jan-2022 23:00,06-Jan-2022 00:00,0.0
06-Jan-2022 00:00,06-Jan-2022 01:00,0.0
06-Jan-2022 01:00,06-Jan-2022 02:00,0.0
06-Jan-2022 02:00,06-Jan-2022 03:00,0.0
06-Jan-2022 03:00,06-Jan-2022 04:00,0.0
06-Jan-2022 04:00,06-Jan-2022 05:00,0.0
06-Jan-2022 05:00,06-Jan-2022 06:00,0.0
06-Jan-2022 06:00,06-Jan-2022 07:00,415.102620171036
06-Jan-2022 07:00,06-Jan-2022 08:00,2259.89737982896
06-Jan-2022 08:00,06-Jan-2022 09:00,38.0
06-Jan-2022 09:00,06-Jan-2022 10:00,0.0
06-Jan-2022 10:00,06-Jan-2022 11:00,1154.0
06-Jan-2022 11:00,06-Jan-2022 12:00,1208.0
06-Jan-2022 12:00,06-Jan-2022 13:00,349.0
06-Jan-2022 13:00,06-Jan-2022 14:00,272.0
06-Jan-2022 14:00,06-Jan-2022 15:00,0.0
06-Jan-2022 15:00,06-Jan-2022 16:00,36.0
06-Jan-2022 16:00,06-Jan-2022 17:00,3717.21945986973
06-Jan-2022 17:00,06-Jan-2022 18:00,4089.37198419588
06-Jan-2022 18:00,06-Jan-2022 19:00,4388.99489819621
06-Jan-2022 19:00,06-Jan-2022 20:00,273.413657738185
06-Jan-2022 20:00,06-Jan-2022 21:00,20.0
06-Jan-2022 21:00,06-Jan-2022 22:00,292.0
06-Jan-2022 22:00,06-Jan-2022 23:00,7.0
06-Jan-2022 23:00,07-Jan-2022 00:00,201.0
07-Jan-2022 00:00,07-Jan-2022 01:00,0.0
07-Jan-2022 01:00,07-Jan-2022 02:00,0.0
07-Jan-2022 02:00,07-Jan-2022 03:00,0.0
07-Jan-2022 03:00,07-Jan-2022 04:00,0.0
07-Jan-2022 04:00,07-Jan-2022 05:00,0.0
07-Jan-2022 05:00,07-Jan-2022 06:00,27.0
07-Jan-2022 06:00,07-Jan-2022 07:00,457.0
07-Jan-2022 07:00,07-Jan-2022 08:00,1475.0
07-Jan-2022 08:00,07-Jan-2022 09:00,384.0
07-Jan-2022 09:00,07-Jan-2022 10:00,80.0
07-Jan-2022 10:00,07-Jan-2022 11:00,207.708382091875
07-Jan-2022 11:00,07-Jan-2022 12:00,356.291617908125
07-Jan-2022 12:00,07-Jan-2022 13:00,310.0
07-Jan-2022 13:00,07-Jan-2022 14:00,193.660555777195
07-Jan-2022 14:00,07-Jan-2022 15:00,1554.33944422281
07-Jan-2022 15:00,07-Jan-2022 16:00,1235.0
07-Jan-2022 16:00,07-Jan-2022 17:00,1204.74145164232
07-Jan-2022 17:00,07-Jan-2022 18:00,639.258548357679
07-Jan-2022 18:00,07-Jan-2022 19:00,389.0
07-Jan-2022 19:00,07-Jan-2022 20:00,91.0
07-Jan-2022 20:00,07-Jan-2022 21:00,305.516984724737
07-Jan-2022 21:00,07-Jan-2022 22:00,195.483015275263
07-Jan-2022 22:00,07-Jan-2022 23:00,87.0
07-Jan-2022 23:00,08-Jan-2022 00:00,0.0
08-Jan-2022 00:00,08-Jan-2022 01:00,0.0
08-Jan-2022 01:00,08-Jan-2022 02:00,0.0
08-Jan-2022 02:00,08-Jan-2022 03:00,0.0
08-Jan-2022 03:00,08-Jan-2022 04:00,0.0
08-Jan-2022 04:00,08-Jan-2022 05:00,0.0
08-Jan-2022 05:00,08-Jan-2022 06:00,0.0
08-Jan-2022 06:00,08-Jan-2022 07:00,0.0
08-Jan-2022 07:00,08-Jan-2022 08:00,0.0
08-Jan-2022 08:00,08-Jan-2022 09:00,0.0
08-Jan-2022 09:00,08-Jan-2022 10:00,0.0
08-Jan-2022 10:00,08-Jan-2022 11:00,0.0
08-Jan-2022 11:00,08-Jan-2022 12:00,0.0
08-Jan-2022 12:00,08-Jan-2022 13:00,0.0
08-Jan-2022 13:00,08-Jan-2022 14:00,0.0
08-Jan-2022 14:00,08-Jan-2022 15:00,0.0
08-Jan-2022 15:00,08-Jan-2022 16:00,0.0
08-Jan-2022 16:00,08-Jan-2022 17:00,0.0
08-Jan-2022 17:00,08-Jan-2022 18:00,0.0
08-Jan-2022 18:00,08-Jan-2022 19:00,0.0
08-Jan-2022 19:00,08-Jan-2022 20:00,3473.51600558561
08-Jan-2022 20:00,08-Jan-2022 21:00,2570.48399441439
08-Jan-2022 21:00,08-Jan-2022 22:00,82.0
08-Jan-2022 22:00,08-Jan-2022 23:00,0.0
08-Jan-2022 23:00,09-Jan-2022 00:00,204.0
09-Jan-2022 00:00,09-Jan-2022 01:00,0.0
09-Jan-2022 01:00,09-Jan-2022 02:00,0.0
09-Jan-2022 02:00,09-Jan-2022 03:00,0.0
09-Jan-2022 03:00,09-Jan-2022 04:00,0.0
09-Jan-2022 04:00,09-Jan-2022 05:00,0.0
09-Jan-2022 05:00,09-Jan-2022 06:00,0.0
09-Jan-2022 06:00,09-Jan-2022 07:00,0.0
09-Jan-2022 07:00,09-Jan-2022 08:00,91.0
09-Jan-2022 08:00,09-Jan-2022 09:00,184.0
09-Jan-2022 09:00,09-Jan-2022 10:00,116.0
09-Jan-2022 10:00,09-Jan-2022 11:00,65.0
09-Jan-2022 11:00,09-Jan-2022 12:00,74.4002958216074
09-Jan-2022 12:00,09-Jan-2022 13:00,4681.59970417839
09-Jan-2022 13:00,09-Jan-2022 14:00,2522.0
09-Jan-2022 14:00,09-Jan-2022 15:00,18.0
09-Jan-2022 15:00,09-Jan-2022 16:00,42.0
09-Jan-2022 16:00,09-Jan-2022 17:00,23.0
09-Jan-2022 17:00,09-Jan-2022 18:00,0.0
09-Jan-2022 18:00,09-Jan-2022 19:00,0.0
09-Jan-2022 19:00,09-Jan-2022 20:00,606.0
09-Jan-2022 20:00,09-Jan-2022 21:00,27.0
09-Jan-2022 21:00,09-Jan-2022 22:00,198.0
09-Jan-2022 22:00,09-Jan-2022 23:00,0.0
09-Jan-2022 23:00,10-Jan-2022 00:00,9.0
10-Jan-2022 00:00,10-Jan-2022 01:00,0.0
10-Jan-2022 01:00,10-Jan-2022 02:00,0.0
10-Jan-2022 02:00,10-Jan-2022 03:00,0.0
10-Jan-2022 03:00,10-Jan-2022 04:00,0.0
10-Jan-2022 04:00,10-Jan-2022 05:00,0.0
10-Jan-2022 05:00,10-Jan-2022 06:00,0.0
10-Jan-2022 06:00,10-Jan-2022 07:00,282.0
10-Jan-2022 07:00,10-Jan-2022 08:00,1146.0
10-Jan-2022 08:00,10-Jan-2022 09:00,175.0
10-Jan-2022 09:00,10-Jan-2022 10:00,19.0
10-Jan-2022 10:00,10-Jan-2022 11:00,244.0
10-Jan-2022 11:00,10-Jan-2022 12:00,2375.76599236764
10-Jan-2022 12:00,10-Jan-2022 13:00,1129.23400763236
10-Jan-2022 13:00,10-Jan-2022 14:00,438.0
10-Jan-2022 14:00,10-Jan-2022 15:00,95.0
10-Jan-2022 15:00,10-Jan-2022 16:00,742.0
10-Jan-2022 16:00,10-Jan-2022 17:00,1831.0
10-Jan-2022 17:00,10-Jan-2022 18:00,73.4284163288448
10-Jan-2022 18:00,10-Jan-2022 19:00,480.571583671155
10-Jan-2022 19:00,10-Jan-2022 20:00,108.0
10-Jan-2022 20:00,10-Jan-2022 21:00,179.0
10-Jan-2022 21:00,10-Jan-2022 22:00,31.0
10-Jan-2022 22:00,10-Jan-2022 23:00,0.0
10-Jan-2022 23:00,11-Jan-2022 00:00,0.0
11-Jan-2022 00:00,11-Jan-2022 01:00,0.0
11-Jan-2022 01:00,11-Jan-2022 02:00,0.0
11-Jan-2022 02:00,11-Jan-2022 03:00,0.0
11-Jan-2022 03:00,11-Jan-2022 04:00,0.0
11-Jan-2022 04:00,11-Jan-2022 05:00,0.0
11-Jan-2022 05:00,11-Jan-2022 06:00,0.0
11-Jan-2022 06:00,11-Jan-2022 07:00,0.0
11-Jan-2022 07:00,11-Jan-2022 08:00,0.0
11-Jan-2022 08:00,11-Jan-2022 09:00,0.0
11-Jan-2022 09:00,11-Jan-2022 10:00,0.0
11-Jan-2022 10:00,11-Jan-2022 11:00,0.0
11-Jan-2022 11:00,11-Jan-2022 12:00,0.0
11-Jan-2022 12:00,11-Jan-2022 13:00,155.0
11-Jan-2022 13:00,11-Jan-2022 14:00,117.0
11-Jan-2022 14:00,11-Jan-2022 15:00,0.0
11-Jan-2022 15:00,11-Jan-2022 16:00,33.0
11-Jan-2022 16:00,11-Jan-2022 17:00,122.0
11-Jan-2022 17:00,11-Jan-2022 18:00,0.0
11-Jan-2022 18:00,11-Jan-2022 19:00,0.0
11-Jan-2022 19:00,11-Jan-2022 20:00,610.704874842997
11-Jan-2022 20:00,11-Jan-2022 21:00,3.29512515700265
11-Jan-2022 21:00,11-Jan-2022 22:00,378.0
11-Jan-2022 22:00,11-Jan-2022 23:00,153.748830903339
11-Jan-2022 23:00,12-Jan-2022 00:00,65.2511690966612
12-Jan-2022 00:00,12-Jan-2022 01:00,0.0
12-Jan-2022 01:00,12-Jan-2022 02:00,0.0
12-Jan-2022 02:00,12-Jan-2022 03:00,0.0
12-Jan-2022 03:00,12-Jan-2022 04:00,0.0
12-Jan-2022 04:00,12-Jan-2022 05:00,0.0
12-Jan-2022 05:00,12-Jan-2022 06:00,91.0
12-Jan-2022 06:00,12-Jan-2022 07:00,522.0
12-Jan-2022 07:00,12-Jan-2022 08:00,1247.10175405576
12-Jan-2022 08:00,12-Jan-2022 09:00,5471.89824594424
12-Jan-2022 09:00,12-Jan-2022 10:00,0.0
12-Jan-2022 10:00,12-Jan-2022 11:00,0.0
12-Jan-2022 11:00,12-Jan-2022 12:00,0.0
12-Jan-2022 12:00,12-Jan-2022 13:00,0.0
12-Jan-2022 13:00,12-Jan-2022 14:00,1142.0
12-Jan-2022 14:00,12-Jan-2022 15:00,110.0
12-Jan-2022 15:00,12-Jan-2022 16:00,0.0
12-Jan-2022 16:00,12-Jan-2022 17:00,69.0
12-Jan-2022 17:00,12-Jan-2022 18:00,0.0
12-Jan-2022 18:00,12-Jan-2022 19:00,413.6580958282
12-Jan-2022 19:00,12-Jan-2022 20:00,531.3419041718
12-Jan-2022 20:00,12-Jan-2022 21:00,0.0
12-Jan-2022 21:00,12-Jan-2022 22:00,225.0
12-Jan-2022 22:00,12-Jan-2022 23:00,163.0
12-Jan-2022 23:00,13-Jan-2022 00:00,0.0
13-Jan-2022 00:00,13-Jan-2022 01:00,0.0
13-Jan-2022 01:00,13-Jan-2022 02:00,0.0
13-Jan-2022 02:00,13-Jan-2022 03:00,0.0
13-Jan-2022 03:00,13-Jan-2022 04:00,0.0
13-Jan-2022 04:00,13-Jan-2022 05:00,0.0
13-Jan-2022 05:00,13-Jan-2022 06:00,24.0
13-Jan-2022 06:00,13-Jan-2022 07:00,447.845057052913
13-Jan-2022 07:00,13-Jan-2022 08:00,1668.47026998005
13-Jan-2022 08:00,13-Jan-2022 09:00,0.684672967036761
13-Jan-2022 09:00,13-Jan-2022 10:00,752.0
13-Jan-2022 10:00,13-Jan-2022 11:00,302.0
13-Jan-2022 11:00,13-Jan-2022 12:00,0.0
13-Jan-2022 12:00,13-Jan-2022 13:00,0.0
13-Jan-2022 13:00,13-Jan-2022 14:00,94.0
13-Jan-2022 14:00,13-Jan-2022 15:00,0.0
13-Jan-2022 15:00,13-Jan-2022 16:00,103.0
13-Jan-2022 16:00,13-Jan-2022 17:00,312.903411773159
13-Jan-2022 17:00,13-Jan-2022 18:00,5048.4743743486
13-Jan-2022 18:00,13-Jan-2022 19:00,1716.30760982753
13-Jan-2022 19:00,13-Jan-2022 20:00,68.4834510022467
13-Jan-2022 20:00,13-Jan-2022 21:00,293.0
13-Jan-2022 21:00,13-Jan-2022 22:00,0.0
13-Jan-2022 22:00,13-Jan-2022 23:00,87.0
13-Jan-2022 23:00,14-Jan-2022 00:00,0.0
14-Jan-2022 00:00,14-Jan-2022 01:00,0.0
14-Jan-2022 01:00,14-Jan-2022 02:00,0.0
14-Jan-2022 02:00,14-Jan-2022 03:00,0.0
14-Jan-2022 03:00,14-Jan-2022 04:00,54.0
14-Jan-2022 04:00,14-Jan-2022 05:00,0.0
14-Jan-2022 05:00,14-Jan-2022 06:00,0.0
14-Jan-2022 06:00,14-Jan-2022 07:00,0.0
14-Jan-2022 07:00,14-Jan-2022 08:00,507.057574133255
14-Jan-2022 08:00,14-Jan-2022 09:00,2971.69683179699
14-Jan-2022 09:00,14-Jan-2022 10:00,5473.14025546794
14-Jan-2022 10:00,14-Jan-2022 11:00,3936.10533860182
14-Jan-2022 11:00,14-Jan-2022 12:00,4856.38157569491
14-Jan-2022 12:00,14-Jan-2022 13:00,500.618424305095
14-Jan-2022 13:00,14-Jan-2022 14:00,581.0
14-Jan-2022 14:00,14-Jan-2022 15:00,395.0
14-Jan-2022 15:00,14-Jan-2022 16:00,562.0
14-Jan-2022 16:00,14-Jan-2022 17:00,0.0
14-Jan-2022 17:00,14-Jan-2022 18:00,2189.0
14-Jan-2022 18:00,14-Jan-2022 19:00,574.0
14-Jan-2022 19:00,14-Jan-2022 20:00,207.0
14-Jan-2022 20:00,14-Jan-2022 21:00,91.0
14-Jan-2022 21:00,14-Jan-2022 22:00,0.0
14-Jan-2022 22:00,14-Jan-2022 23:00,93.0
14-Jan-2022 23:00,15-Jan-2022 00:00,0.0
15-Jan-2022 00:00,15-Jan-2022 01:00,0.0
15-Jan-2022 01:00,15-Jan-2022 02:00,0.0
15-Jan-2022 02:00,15-Jan-2022 03:00,0.0
15-Jan-2022 03:00,15-Jan-2022 04:00,0.0
15-Jan-2022 04:00,15-Jan-2022 05:00,0.0
15-Jan-2022 05:00,15-Jan-2022 06:00,0.0
15-Jan-2022 06:00,15-Jan-2022 07:00,0.0
15-Jan-2022 07:00,15-Jan-2022 08:00,0.0
15-Jan-2022 08:00,15-Jan-2022 09:00,32.0
15-Jan-2022 09:00,15-Jan-2022 10:00,144.0
15-Jan-2022 10:00,15-Jan-2022 11:00,39.0
15-Jan-2022 11:00,15-Jan-2022 12:00,0.0
15-Jan-2022 12:00,15-Jan-2022 13:00,41.0
15-Jan-2022 13:00,15-Jan-2022 14:00,28.0
15-Jan-2022 14:00,15-Jan-2022 15:00,117.0
15-Jan-2022 15:00,15-Jan-2022 16:00,0.0
15-Jan-2022 16:00,15-Jan-2022 17:00,0.0
15-Jan-2022 17:00,15-Jan-2022 18:00,35.0
15-Jan-2022 18:00,15-Jan-2022 19:00,0.0
15-Jan-2022 19:00,15-Jan-2022 20:00,3262.98775973525
15-Jan-2022 20:00,15-Jan-2022 21:00,2858.78484319091
15-Jan-2022 21:00,15-Jan-2022 22:00,4714.80943724867
15-Jan-2022 22:00,15-Jan-2022 23:00,241.417959825178
15-Jan-2022 23:00,16-Jan-2022 00:00,33.0
16-Jan-2022 00:00,16-Jan-2022 01:00,0.0
16-Jan-2022 01:00,16-Jan-2022 02:00,0.0
16-Jan-2022 02:00,16-Jan-2022 03:00,0.0
16-Jan-2022 03:00,16-Jan-2022 04:00,0.0
16-Jan-2022 04:00,16-Jan-2022 05:00,0.0
16-Jan-2022 05:00,16-Jan-2022 06:00,0.0
16-Jan-2022 06:00,16-Jan-2022 07:00,0.0
16-Jan-2022 07:00,16-Jan-2022 08:00,384.0
16-Jan-2022 08:00,16-Jan-2022 09:00,141.0
16-Jan-2022 09:00,16-Jan-2022 10:00,1185.35171860012
16-Jan-2022 10:00,16-Jan-2022 11:00,1131.64828139988
16-Jan-2022 11:00,16-Jan-2022 12:00,1663.0
16-Jan-2022 12:00,16-Jan-2022 13:00,360.0
16-Jan-2022 13:00,16-Jan-2022 14:00,143.0
16-Jan-2022 14:00,16-Jan-2022 15:00,77.0
16-Jan-2022 15:00,16-Jan-2022 16:00,0.0
16-Jan-2022 16:00,16-Jan-2022 17:00,200.0
16-Jan-2022 17:00,16-Jan-2022 18:00,154.0
16-Jan-2022 18:00,16-Jan-2022 19:00,0.0
16-Jan-2022 19:00,16-Jan-2022 20:00,403.641657614653
16-Jan-2022 20:00,16-Jan-2022 21:00,4606.35834238535
16-Jan-2022 21:00,16-Jan-2022 22:00,18.0
16-Jan-2022 22:00,16-Jan-2022 23:00,147.0
16-Jan-2022 23:00,17-Jan-2022 00:00,144.0
17-Jan-2022 00:00,17-Jan-2022 01:00,0.0
17-Jan-2022 01:00,17-Jan-2022 02:00,0.0
17-Jan-2022 02:00,17-Jan-2022 03:00,0.0
17-Jan-2022 03:00,17-Jan-2022 04:00,0.0
17-Jan-2022 04:00,17-Jan-2022 05:00,0.0
17-Jan-2022 05:00,17-Jan-2022 06:00,0.0
17-Jan-2022 06:00,17-Jan-2022 07:00,413.869365392848
17-Jan-2022 07:00,17-Jan-2022 08:00,1472.13063460715
17-Jan-2022 08:00,17-Jan-2022 09:00,157.0
17-Jan-2022 09:00,17-Jan-2022 10:00,130.713530117648
17-Jan-2022 10:00,17-Jan-2022 11:00,1584.11984696283
17-Jan-2022 11:00,17-Jan-2022 12:00,3585.99293954579
17-Jan-2022 12:00,17-Jan-2022 13:00,3279.98363833537
17-Jan-2022 13:00,17-Jan-2022 14:00,199.190045038357
17-Jan-2022 14:00,17-Jan-2022 15:00,222.0
17-Jan-2022 15:00,17-Jan-2022 16:00,516.0
17-Jan-2022 16:00,17-Jan-2022 17:00,315.0
17-Jan-2022 17:00,17-Jan-2022 18:00,1282.0
17-Jan-2022 18:00,17-Jan-2022 19:00,2292.0
17-Jan-2022 19:00,17-Jan-2022 20:00,0.0
17-Jan-2022 20:00,17-Jan-2022 21:00,285.976757682551
17-Jan-2022 21:00,17-Jan-2022 22:00,307.023242317449
17-Jan-2022 22:00,17-Jan-2022 23:00,90.0
17-Jan-2022 23:00,18-Jan-2022 00:00,0.0
18-Jan-2022 00:00,18-Jan-2022 01:00,0.0
18-Jan-2022 01:00,18-Jan-2022 02:00,0.0
18-Jan-2022 02:00,18-Jan-2022 03:00,0.0
18-Jan-2022 03:00,18-Jan-2022 04:00,0.0
18-Jan-2022 04:00,18-Jan-2022 05:00,0.0
18-Jan-2022 05:00,18-Jan-2022 06:00,0.0
18-Jan-2022 06:00,18-Jan-2022 07:00,424.0
18-Jan-2022 07:00,18-Jan-2022 08:00,1673.0
18-Jan-2022 08:00,18-Jan-2022 09:00,214.0
18-Jan-2022 09:00,18-Jan-2022 10:00,0.0
18-Jan-2022 10:00,18-Jan-2022 11:00,0.0
18-Jan-2022 11:00,18-Jan-2022 12:00,39.0
18-Jan-2022 12:00,18-Jan-2022 13:00,258.0
18-Jan-2022 13:00,18-Jan-2022 14:00,36.0
18-Jan-2022 14:00,18-Jan-2022 15:00,32.0
18-Jan-2022 15:00,18-Jan-2022 16:00,809.0
18-Jan-2022 16:00,18-Jan-2022 17:00,44.0
18-Jan-2022 17:00,18-Jan-2022 18:00,507.0
18-Jan-2022 18:00,18-Jan-2022 19:00,0.0
18-Jan-2022 19:00,18-Jan-2022 20:00,0.0
18-Jan-2022 20:00,18-Jan-2022 21:00,22.1685470562691
18-Jan-2022 21:00,18-Jan-2022 22:00,46.8314529437309
18-Jan-2022 22:00,18-Jan-2022 23:00,0.0
18-Jan-2022 23:00,19-Jan-2022 00:00,139.0
19-Jan-2022 00:00,19-Jan-2022 01:00,0.0
19-Jan-2022 01:00,19-Jan-2022 02:00,0.0
19-Jan-2022 02:00,19-Jan-2022 03:00,0.0
19-Jan-2022 03:00,19-Jan-2022 04:00,0.0
19-Jan-2022 04:00,19-Jan-2022 05:00,0.0
19-Jan-2022 05:00,19-Jan-2022 06:00,0.0
19-Jan-2022 06:00,19-Jan-2022 07:00,22.0
19-Jan-2022 07:00,19-Jan-2022 08:00,401.539012282602
19-Jan-2022 08:00,19-Jan-2022 09:00,420.460987717398
19-Jan-2022 09:00,19-Jan-2022 10:00,110.471008555283
19-Jan-2022 10:00,19-Jan-2022 11:00,1498.52899144472
19-Jan-2022 11:00,19-Jan-2022 12:00,45.0750672459401
19-Jan-2022 12:00,19-Jan-2022 13:00,656.0
19-Jan-2022 13:00,19-Jan-2022 14:00,871.0
19-Jan-2022 14:00,19-Jan-2022 15:00,45.0
19-Jan-2022 15:00,19-Jan-2022 16:00,76.0
19-Jan-2022 16:00,19-Jan-2022 17:00,24.0
19-Jan-2022 17:00,19-Jan-2022 18:00,233.66760920193
19-Jan-2022 18:00,19-Jan-2022 19:00,263.33239079807
19-Jan-2022 19:00,19-Jan-2022 20:00,416.990913035181
