Source,Date,Hour,Count
P1 Apple Watch,2022-03-14,08,62
P1 Apple Watch,2022-03-14,08,4
P1 Apple Watch,2022-03-14,08,117
P1 Apple Watch,2022-03-14,08,114
P1 Apple Watch,2022-03-14,08,83
P1 Apple Watch,2022-03-14,08,22
P1 Apple Watch,2022-03-14,08,5
P1 Apple Watch,2022-03-14,08,1
P1 Apple Watch,2022-03-14,08,9
P1 Apple Watch,2022-03-14,10,8
P1 Apple Watch,2022-03-14,11,25
P1 Apple Watch,2022-03-14,11,51
P1 Apple Watch,2022-03-14,12,21
P1 Apple Watch,2022-03-14,12,6
P1 Apple Watch,2022-03-14,12,11
P1 Apple Watch,2022-03-14,12,8
P1 Apple Watch,2022-03-14,13,71
P1 Apple Watch,2022-03-14,14,9
P1 Apple Watch,2022-03-14,14,36
P1 Apple Watch,2022-03-14,14,18
P1 iPhone SE,2022-03-14,13,119
P1 Apple Watch,2022-03-14,14,17
P1 Apple Watch,2022-03-14,15,22
P1 Apple Watch,2022-03-14,15,68
P1 Apple Watch,2022-03-14,16,17
P1 Apple Watch,2022-03-14,16,6
P1 Apple Watch,2022-03-14,16,17
P1 Apple Watch,2022-03-14,16,38
P1 Apple Watch,2022-03-14,16,100
P1 Apple Watch,2022-03-14,16,103
P1 Apple Watch,2022-03-14,16,116
P1 Apple Watch,2022-03-14,16,122
P1 Apple Watch,2022-03-14,16,122
P1 Apple Watch,2022-03-14,16,124
P1 Apple Watch,2022-03-14,16,44
P1 Apple Watch,2022-03-14,16,120
P1 Apple Watch,2022-03-14,16,124
P1 Apple Watch,2022-03-14,16,120
P1 Apple Watch,2022-03-14,16,126
P1 Apple Watch,2022-03-14,16,126
P1 Apple Watch,2022-03-14,16,126
P1 Apple Watch,2022-03-14,16,126
P1 Apple Watch,2022-03-14,16,52
P1 Apple Watch,2022-03-14,16,93
P1 Apple Watch,2022-03-14,16,4
P1 Apple Watch,2022-03-14,16,118
P1 Apple Watch,2022-03-14,16,124
P1 Apple Watch,2022-03-14,16,62
P1 Apple Watch,2022-03-14,16,1176
P1 Apple Watch,2022-03-14,17,116
P1 Apple Watch,2022-03-14,17,118
P1 Apple Watch,2022-03-14,17,120
P1 Apple Watch,2022-03-14,17,105
P1 Apple Watch,2022-03-14,17,9
P1 Apple Watch,2022-03-14,17,1196
P1 Apple Watch,2022-03-14,17,46
P1 Apple Watch,2022-03-14,17,931
P1 Apple Watch,2022-03-14,17,120
P1 Apple Watch,2022-03-14,17,105
P1 Apple Watch,2022-03-14,17,7
P1 Apple Watch,2022-03-14,17,43
P1 Apple Watch,2022-03-14,17,10
P1 Apple Watch,2022-03-14,17,7
P1 Apple Watch,2022-03-14,17,21
P1 Apple Watch,2022-03-14,17,15
P1 Apple Watch,2022-03-14,17,15
P1 Apple Watch,2022-03-14,17,27
P1 Apple Watch,2022-03-14,17,10
P1 Apple Watch,2022-03-14,17,16
P1 Apple Watch,2022-03-14,18,24
P1 Apple Watch,2022-03-14,18,106
P1 Apple Watch,2022-03-14,18,27
P1 Apple Watch,2022-03-15,05,27
P1 Apple Watch,2022-03-15,05,100
P1 Apple Watch,2022-03-15,05,75
P1 Apple Watch,2022-03-15,05,38
P1 Apple Watch,2022-03-15,06,118
P1 Apple Watch,2022-03-15,06,110
P1 Apple Watch,2022-03-15,06,109
P1 Apple Watch,2022-03-15,06,26
P1 Apple Watch,2022-03-15,06,871
P1 Apple Watch,2022-03-15,06,106
P1 Apple Watch,2022-03-15,06,92
P1 Apple Watch,2022-03-15,06,87
P1 Apple Watch,2022-03-15,06,5
P1 Apple Watch,2022-03-15,06,26
P1 Apple Watch,2022-03-15,06,100
P1 Apple Watch,2022-03-15,06,103
P1 Apple Watch,2022-03-15,06,11
P1 Apple Watch,2022-03-15,06,25
P1 Apple Watch,2022-03-15,06,2
P1 Apple Watch,2022-03-15,06,16
P1 Apple Watch,2022-03-15,07,10
P1 Apple Watch,2022-03-15,07,1
P1 Apple Watch,2022-03-15,07,15
P1 Apple Watch,2022-03-15,07,20
P1 Apple Watch,2022-03-15,07,6
P1 Apple Watch,2022-03-15,07,17
P1 Apple Watch,2022-03-15,07,6
P1 Apple Watch,2022-03-15,08,32
P1 Apple Watch,2022-03-15,08,26
P1 Apple Watch,2022-03-15,08,13
P1 Apple Watch,2022-03-15,09,31
P1 Apple Watch,2022-03-15,09,32
P1 Apple Watch,2022-03-15,09,202
P1 Apple Watch,2022-03-15,09,23
P1 Apple Watch,2022-03-15,09,26
P1 Apple Watch,2022-03-15,09,43
P1 Apple Watch,2022-03-15,09,18
P1 Apple Watch,2022-03-15,09,47
P1 Apple Watch,2022-03-15,09,32
P1 Apple Watch,2022-03-15,09,26
P1 Apple Watch,2022-03-15,10,11
P1 Apple Watch,2022-03-15,10,23
P1 Apple Watch,2022-03-15,10,16
P1 Apple Watch,2022-03-15,10,19
P1 Apple Watch,2022-03-15,10,8
P1 Apple Watch,2022-03-15,11,44
P1 Apple Watch,2022-03-15,11,31
P1 Apple Watch,2022-03-15,11,16
P1 Apple Watch,2022-03-15,11,27
P1 Apple Watch,2022-03-15,11,1
P1 Apple Watch,2022-03-15,11,8
P1 Apple Watch,2022-03-15,12,16
P1 Apple Watch,2022-03-15,12,41
P1 Apple Watch,2022-03-15,12,25
P1 Apple Watch,2022-03-15,12,16
P1 Apple Watch,2022-03-15,12,18
P1 Apple Watch,2022-03-15,12,12
P1 Apple Watch,2022-03-15,12,16
P1 Apple Watch,2022-03-15,12,16
P1 Apple Watch,2022-03-15,12,35
P1 Apple Watch,2022-03-15,12,130
P1 Apple Watch,2022-03-15,12,106
P1 Apple Watch,2022-03-15,12,100
P1 Apple Watch,2022-03-15,12,16
P1 Apple Watch,2022-03-15,13,2
P1 Apple Watch,2022-03-15,13,105
P1 Apple Watch,2022-03-15,13,49
P1 Apple Watch,2022-03-15,13,18
P1 Apple Watch,2022-03-15,13,67
P1 Apple Watch,2022-03-15,13,15
P1 Apple Watch,2022-03-15,13,34
P1 Apple Watch,2022-03-15,13,18
P1 Apple Watch,2022-03-15,13,19
P1 Apple Watch,2022-03-15,14,12
P1 Apple Watch,2022-03-15,14,49
P1 Apple Watch,2022-03-15,14,31
P1 Apple Watch,2022-03-15,14,16
P1 iPhone SE,2022-03-15,15,10
P1 Apple Watch,2022-03-15,15,37
P1 Apple Watch,2022-03-15,15,22
P1 Apple Watch,2022-03-15,15,8
P1 iPhone SE,2022-03-15,17,954
P1 iPhone SE,2022-03-15,17,1001
P1 Apple Watch,2022-03-15,16,13
P1 Apple Watch,2022-03-15,17,48
P1 Apple Watch,2022-03-15,17,9
P1 Apple Watch,2022-03-15,17,38
P1 Apple Watch,2022-03-15,17,106
P1 Apple Watch,2022-03-15,17,117
P1 Apple Watch,2022-03-15,17,114
P1 Apple Watch,2022-03-15,17,120
P1 Apple Watch,2022-03-15,17,126
P1 Apple Watch,2022-03-15,17,107
P1 Apple Watch,2022-03-15,17,82
P1 Apple Watch,2022-03-15,17,1024
P1 iPhone SE,2022-03-15,17,457
P1 iPhone SE,2022-03-15,17,612
P1 iPhone SE,2022-03-15,18,1121
P1 Apple Watch,2022-03-15,17,443
P1 Apple Watch,2022-03-15,17,10
P1 Apple Watch,2022-03-15,17,588
P1 Apple Watch,2022-03-15,18,63
P1 Apple Watch,2022-03-15,18,1107
P1 Apple Watch,2022-03-15,18,104
P1 iPhone SE,2022-03-15,18,334
P1 Apple Watch,2022-03-15,18,117
P1 Apple Watch,2022-03-15,18,18
P1 Apple Watch,2022-03-15,18,52
P1 Apple Watch,2022-03-15,18,9
P1 iPhone SE,2022-03-15,18,37
P1 Apple Watch,2022-03-15,18,7
P1 Apple Watch,2022-03-15,18,65
P1 iPhone SE,2022-03-15,19,50
P1 Apple Watch,2022-03-15,19,18
P1 Apple Watch,2022-03-15,19,28
P1 iPhone SE,2022-03-15,19,111
P1 Apple Watch,2022-03-15,19,32
P1 Apple Watch,2022-03-15,19,2
P1 Apple Watch,2022-03-15,19,10
P1 Apple Watch,2022-03-15,19,19
P1 Apple Watch,2022-03-15,19,13
P1 Apple Watch,2022-03-15,21,16
P1 Apple Watch,2022-03-15,22,27
P1 Apple Watch,2022-03-15,22,36
P1 Apple Watch,2022-03-15,22,4
P1 Apple Watch,2022-03-16,00,8
P1 iPhone SE,2022-03-16,04,26
P1 Apple Watch,2022-03-16,05,12
P1 Apple Watch,2022-03-16,05,68
P1 Apple Watch,2022-03-16,05,118
P1 Apple Watch,2022-03-16,05,61
P1 Apple Watch,2022-03-16,05,53
P1 Apple Watch,2022-03-16,05,33
P1 Apple Watch,2022-03-16,06,117
P1 Apple Watch,2022-03-16,06,6
P1 Apple Watch,2022-03-16,06,2
P1 Apple Watch,2022-03-16,06,4
P1 Apple Watch,2022-03-16,06,29
P1 Apple Watch,2022-03-16,06,31
P1 Apple Watch,2022-03-16,06,31
P1 Apple Watch,2022-03-16,06,19
P1 Apple Watch,2022-03-16,06,39
P1 Apple Watch,2022-03-16,06,49
P1 Apple Watch,2022-03-16,06,47
P1 Apple Watch,2022-03-16,06,63
P1 Apple Watch,2022-03-16,06,126
P1 Apple Watch,2022-03-16,06,55
P1 Apple Watch,2022-03-16,06,49
P1 Apple Watch,2022-03-16,06,42
P1 Apple Watch,2022-03-16,06,29
P1 Apple Watch,2022-03-16,06,4
P1 Apple Watch,2022-03-16,06,5
P1 Apple Watch,2022-03-16,06,36
P1 Apple Watch,2022-03-16,06,57
P1 Apple Watch,2022-03-16,07,6
P1 Apple Watch,2022-03-16,07,127
P1 Apple Watch,2022-03-16,07,15
P1 iPhone SE,2022-03-16,07,18
P1 Apple Watch,2022-03-16,07,16
P1 Apple Watch,2022-03-16,08,19
P1 Apple Watch,2022-03-16,08,4
P1 Apple Watch,2022-03-16,09,27
P1 Apple Watch,2022-03-16,09,10
P1 Apple Watch,2022-03-16,11,78
P1 Apple Watch,2022-03-16,11,18
P1 Apple Watch,2022-03-16,11,420
P1 iPhone SE,2022-03-16,16,13
P1 iPhone SE,2022-03-16,16,157
P1 Apple Watch,2022-03-16,11,118
P1 Apple Watch,2022-03-16,11,98
P1 Apple Watch,2022-03-16,11,61
P1 Apple Watch,2022-03-16,11,37
P1 Apple Watch,2022-03-16,11,16
P1 Apple Watch,2022-03-16,14,26
P1 Apple Watch,2022-03-16,14,111
P1 Apple Watch,2022-03-16,15,10
P1 Apple Watch,2022-03-16,16,17
P1 Apple Watch,2022-03-16,16,30
P1 Apple Watch,2022-03-16,16,22
P1 Apple Watch,2022-03-16,16,75
P1 Apple Watch,2022-03-16,16,46
P1 Apple Watch,2022-03-16,16,63
P1 iPhone SE,2022-03-16,16,8
P1 Apple Watch,2022-03-16,16,29
P1 Apple Watch,2022-03-16,16,3
P1 Apple Watch,2022-03-16,16,86
P1 Apple Watch,2022-03-16,16,26
P1 Apple Watch,2022-03-16,16,22
P1 Apple Watch,2022-03-16,16,9
P1 Apple Watch,2022-03-16,16,16
P1 Apple Watch,2022-03-16,17,11
P1 Apple Watch,2022-03-16,17,9
P1 Apple Watch,2022-03-16,17,13
P1 Apple Watch,2022-03-16,17,4
P1 Apple Watch,2022-03-16,17,18
P1 Apple Watch,2022-03-16,17,27
P1 Apple Watch,2022-03-16,17,17
P1 Apple Watch,2022-03-16,17,8
P1 Apple Watch,2022-03-16,17,8
P1 Apple Watch,2022-03-16,17,16
P1 Apple Watch,2022-03-16,17,28
P1 Apple Watch,2022-03-16,17,8
P1 Apple Watch,2022-03-16,17,10
P1 Apple Watch,2022-03-16,17,4
P1 iPhone SE,2022-03-16,16,61
P1 iPhone SE,2022-03-16,16,46
P1 iPhone SE,2022-03-16,17,10
P1 iPhone SE,2022-03-16,17,11
P1 iPhone SE,2022-03-16,17,482
P1 iPhone SE,2022-03-16,18,698
P1 Apple Watch,2022-03-16,17,20
P1 Apple Watch,2022-03-16,17,18
P1 Apple Watch,2022-03-16,17,10
P1 Apple Watch,2022-03-16,17,9
P1 Apple Watch,2022-03-16,17,3
P1 Apple Watch,2022-03-16,18,8
P1 Apple Watch,2022-03-16,18,9
P1 Apple Watch,2022-03-16,18,93
P1 Apple Watch,2022-03-16,18,55
P1 Apple Watch,2022-03-16,18,74
P1 Apple Watch,2022-03-16,18,82
P1 Apple Watch,2022-03-16,18,54
P1 Apple Watch,2022-03-16,18,74
P1 Apple Watch,2022-03-16,18,116
P1 Apple Watch,2022-03-16,18,50
P1 Apple Watch,2022-03-16,18,98
P1 Apple Watch,2022-03-16,18,64
P1 Apple Watch,2022-03-16,18,170
P1 Apple Watch,2022-03-16,18,1
P1 Apple Watch,2022-03-16,18,10
P1 Apple Watch,2022-03-16,18,105
P1 Apple Watch,2022-03-16,18,101
P1 Apple Watch,2022-03-16,18,110
P1 Apple Watch,2022-03-16,18,106
P1 Apple Watch,2022-03-16,18,115
P1 Apple Watch,2022-03-16,18,68
P1 iPhone SE,2022-03-16,18,796
P1 iPhone SE,2022-03-16,18,277
P1 Apple Watch,2022-03-16,18,421
P1 Apple Watch,2022-03-16,18,9
P1 Apple Watch,2022-03-16,18,10
P1 Apple Watch,2022-03-16,19,11
P1 Apple Watch,2022-03-16,19,131
P1 Apple Watch,2022-03-16,19,5
P1 Apple Watch,2022-03-16,19,13
P1 Apple Watch,2022-03-16,22,8
P1 Apple Watch,2022-03-16,22,12
P1 Apple Watch,2022-03-16,22,39
P1 iPhone SE,2022-03-16,19,101
P1 iPhone SE,2022-03-16,19,47
P1 Apple Watch,2022-03-17,05,16
P1 Apple Watch,2022-03-17,06,57
P1 Apple Watch,2022-03-17,06,4
P1 Apple Watch,2022-03-17,06,56
P1 Apple Watch,2022-03-17,07,21
P1 Apple Watch,2022-03-17,07,9
P1 Apple Watch,2022-03-17,08,39
P1 Apple Watch,2022-03-17,08,24
P1 Apple Watch,2022-03-17,08,9
P1 Apple Watch,2022-03-17,09,21
P1 Apple Watch,2022-03-17,09,43
P1 Apple Watch,2022-03-17,09,53
P1 Apple Watch,2022-03-17,09,79
P1 Apple Watch,2022-03-17,09,66
P1 Apple Watch,2022-03-17,09,32
P1 Apple Watch,2022-03-17,09,30
P1 Apple Watch,2022-03-17,09,8
P1 Apple Watch,2022-03-17,09,126
P1 Apple Watch,2022-03-17,09,4
P1 Apple Watch,2022-03-17,09,6
P1 Apple Watch,2022-03-17,09,38
P1 Apple Watch,2022-03-17,09,98
P1 iPhone SE,2022-03-17,10,74
P1 iPhone SE,2022-03-17,11,398
P1 Apple Watch,2022-03-17,09,61
P1 Apple Watch,2022-03-17,10,105
P1 Apple Watch,2022-03-17,11,46
P1 Apple Watch,2022-03-17,11,96
P1 Apple Watch,2022-03-17,11,106
P1 Apple Watch,2022-03-17,11,74
P1 Apple Watch,2022-03-17,11,86
P1 Apple Watch,2022-03-17,11,29
P1 Apple Watch,2022-03-17,12,6
P1 Apple Watch,2022-03-17,12,2
P1 Apple Watch,2022-03-17,12,651
P1 iPhone SE,2022-03-17,12,680
P1 Apple Watch,2022-03-17,13,107
P1 iPhone SE,2022-03-17,13,125
P1 Apple Watch,2022-03-17,13,42
P1 Apple Watch,2022-03-17,13,22
P1 Apple Watch,2022-03-17,14,26
P1 iPhone SE,2022-03-17,17,75
P1 Apple Watch,2022-03-17,16,76
P1 Apple Watch,2022-03-17,17,173
P1 Apple Watch,2022-03-17,17,474
P1 iPhone SE,2022-03-17,17,442
P1 iPhone SE,2022-03-17,17,553
P1 iPhone SE,2022-03-17,17,134
P1 Apple Watch,2022-03-17,17,549
P1 Apple Watch,2022-03-17,17,94
P1 Apple Watch,2022-03-17,19,6
P1 Apple Watch,2022-03-17,19,44
P1 Apple Watch,2022-03-17,20,14
P1 iPhone SE,2022-03-17,20,20
P1 iPhone SE,2022-03-17,20,110
P1 Apple Watch,2022-03-17,20,93
P1 Apple Watch,2022-03-17,20,390
P1 iPhone SE,2022-03-17,20,418
P1 iPhone SE,2022-03-17,21,13
P1 iPhone SE,2022-03-17,21,93
P1 Apple Watch,2022-03-17,21,51
P1 Apple Watch,2022-03-17,21,28
P1 Apple Watch,2022-03-17,21,6
P1 Apple Watch,2022-03-17,21,10
P1 Apple Watch,2022-03-18,05,52
P1 Apple Watch,2022-03-18,05,123
P1 Apple Watch,2022-03-18,05,11
P1 Apple Watch,2022-03-18,05,85
P1 Apple Watch,2022-03-18,06,63
P1 Apple Watch,2022-03-18,06,16
P1 Apple Watch,2022-03-18,06,24
P1 Apple Watch,2022-03-18,06,18
P1 Apple Watch,2022-03-18,06,114
P1 Apple Watch,2022-03-18,06,46
P1 Apple Watch,2022-03-18,06,361
P1 Apple Watch,2022-03-18,06,18
P1 Apple Watch,2022-03-18,06,53
P1 Apple Watch,2022-03-18,06,8
P1 iPhone SE,2022-03-18,06,24
P1 iPhone SE,2022-03-18,07,74
P1 Apple Watch,2022-03-18,06,28
P1 Apple Watch,2022-03-18,07,2
P1 Apple Watch,2022-03-18,07,41
P1 Apple Watch,2022-03-18,07,20
P1 Apple Watch,2022-03-18,07,15
P1 Apple Watch,2022-03-18,07,2
P1 Apple Watch,2022-03-18,07,34
P1 Apple Watch,2022-03-18,07,3
P1 Apple Watch,2022-03-18,07,16
P1 Apple Watch,2022-03-18,07,55
P1 iPhone SE,2022-03-18,07,76
P1 iPhone SE,2022-03-18,07,23
P1 Apple Watch,2022-03-18,07,12
P1 iPhone SE,2022-03-18,09,19
P1 iPhone SE,2022-03-18,09,26
P1 Apple Watch,2022-03-18,09,83
P1 Apple Watch,2022-03-18,09,49
P1 Apple Watch,2022-03-18,09,24
P1 Apple Watch,2022-03-18,09,26
P1 Apple Watch,2022-03-18,10,74
P1 Apple Watch,2022-03-18,10,34
P1 Apple Watch,2022-03-18,11,20
P1 Apple Watch,2022-03-18,11,27
P1 Apple Watch,2022-03-18,11,32
P1 Apple Watch,2022-03-18,11,34
P1 Apple Watch,2022-03-18,11,418
P1 iPhone SE,2022-03-18,10,46
P1 iPhone SE,2022-03-18,11,356
P1 Apple Watch,2022-03-18,11,19
P1 Apple Watch,2022-03-18,11,56
P1 Apple Watch,2022-03-18,11,73
P1 Apple Watch,2022-03-18,11,47
P1 Apple Watch,2022-03-18,11,76
P1 Apple Watch,2022-03-18,11,13
P1 Apple Watch,2022-03-18,12,24
P1 Apple Watch,2022-03-18,12,71
P1 Apple Watch,2022-03-18,12,26
P1 iPhone SE,2022-03-18,11,322
P1 iPhone SE,2022-03-18,12,21
P1 Apple Watch,2022-03-18,12,3
P1 iPhone SE,2022-03-18,13,8
P1 iPhone SE,2022-03-18,13,310
P1 iPhone SE,2022-03-18,13,33
P1 iPhone SE,2022-03-18,13,193
P1 iPhone SE,2022-03-18,14,150
P1 Apple Watch,2022-03-18,13,367
P1 Apple Watch,2022-03-18,13,74
P1 Apple Watch,2022-03-18,14,69
P1 Apple Watch,2022-03-18,14,26
P1 Apple Watch,2022-03-18,14,175
P1 iPhone SE,2022-03-18,14,9
P1 iPhone SE,2022-03-18,14,27
P1 iPhone SE,2022-03-18,15,20
P1 Apple Watch,2022-03-18,15,1
P1 iPhone SE,2022-03-18,15,17
P1 iPhone SE,2022-03-18,16,19
P1 iPhone SE,2022-03-18,16,20
P1 iPhone SE,2022-03-18,16,64
P1 iPhone SE,2022-03-18,16,114
P1 Apple Watch,2022-03-18,16,24
P1 Apple Watch,2022-03-18,16,201
P1 Apple Watch,2022-03-18,17,51
P1 Apple Watch,2022-03-18,17,46
P1 Apple Watch,2022-03-18,17,531
P1 Apple Watch,2022-03-18,17,44
P1 iPhone SE,2022-03-18,17,492
P1 iPhone SE,2022-03-18,17,729
P1 iPhone SE,2022-03-18,17,793
P1 iPhone SE,2022-03-18,17,411
P1 Apple Watch,2022-03-18,17,987
P1 Apple Watch,2022-03-18,17,617
P1 Apple Watch,2022-03-18,17,28
P1 Apple Watch,2022-03-18,17,5
P1 Apple Watch,2022-03-18,18,9
P1 Apple Watch,2022-03-18,18,16
P1 Apple Watch,2022-03-18,18,20
P1 Apple Watch,2022-03-18,18,55
P1 iPhone SE,2022-03-18,18,16
P1 Apple Watch,2022-03-18,18,919
P1 Apple Watch,2022-03-18,18,47
P1 Apple Watch,2022-03-18,18,22
P1 Apple Watch,2022-03-18,19,18
P1 Apple Watch,2022-03-18,19,64
P1 Apple Watch,2022-03-18,19,48
P1 Apple Watch,2022-03-18,19,35
P1 iPhone SE,2022-03-18,18,949
P1 iPhone SE,2022-03-18,18,200
P1 iPhone SE,2022-03-18,19,495
P1 iPhone SE,2022-03-18,19,110
P1 Apple Watch,2022-03-18,19,479
P1 Apple Watch,2022-03-18,19,27
P1 Apple Watch,2022-03-18,19,15
P1 Apple Watch,2022-03-18,19,21
P1 Apple Watch,2022-03-18,19,16
P1 Apple Watch,2022-03-18,19,4
P1 Apple Watch,2022-03-18,19,8
P1 Apple Watch,2022-03-18,19,3
P1 Apple Watch,2022-03-18,19,13
P1 iPhone SE,2022-03-19,06,2
P1 iPhone SE,2022-03-19,07,14
P1 iPhone SE,2022-03-19,07,688
P1 Apple Watch,2022-03-18,19,25
P1 Apple Watch,2022-03-19,07,17
P1 Apple Watch,2022-03-19,07,34
P1 Apple Watch,2022-03-19,07,122
P1 Apple Watch,2022-03-19,07,113
P1 Apple Watch,2022-03-19,07,122
P1 Apple Watch,2022-03-19,07,122
P1 Apple Watch,2022-03-19,07,16
P1 Apple Watch,2022-03-19,07,128
P1 Apple Watch,2022-03-19,07,550
P1 Apple Watch,2022-03-19,08,60
P1 Apple Watch,2022-03-19,08,1009
P1 iPhone SE,2022-03-19,08,1134
P1 iPhone SE,2022-03-19,08,557
P1 iPhone SE,2022-03-19,08,351
P1 Apple Watch,2022-03-19,08,2
P1 Apple Watch,2022-03-19,08,39
P1 Apple Watch,2022-03-19,08,4
P1 Apple Watch,2022-03-19,08,41
P1 Apple Watch,2022-03-19,08,24
P1 Apple Watch,2022-03-19,08,35
P1 Apple Watch,2022-03-19,08,5
P1 Apple Watch,2022-03-19,08,329
P1 Apple Watch,2022-03-19,08,8
P1 Apple Watch,2022-03-19,08,49
P1 Apple Watch,2022-03-19,08,2
P1 Apple Watch,2022-03-19,09,8
P1 Apple Watch,2022-03-19,09,4
P1 iPhone SE,2022-03-19,08,92
P1 iPhone SE,2022-03-19,08,8
P1 Apple Watch,2022-03-19,09,305
P1 Apple Watch,2022-03-19,10,40
P1 Apple Watch,2022-03-19,10,23
P1 Apple Watch,2022-03-19,10,11
P1 Apple Watch,2022-03-19,10,12
P1 Apple Watch,2022-03-19,10,8
P1 iPhone SE,2022-03-19,09,168
P1 iPhone SE,2022-03-19,09,30
P1 iPhone SE,2022-03-19,09,10
P1 iPhone SE,2022-03-19,09,200
P1 iPhone SE,2022-03-19,10,30
P1 iPhone SE,2022-03-19,10,14
P1 iPhone SE,2022-03-19,10,8
P1 iPhone SE,2022-03-19,11,34
P1 iPhone SE,2022-03-19,11,296
P1 iPhone SE,2022-03-19,11,137
P1 Apple Watch,2022-03-19,11,8
P1 Apple Watch,2022-03-19,11,7
P1 Apple Watch,2022-03-19,11,103
P1 Apple Watch,2022-03-19,11,38
P1 Apple Watch,2022-03-19,11,12
P1 Apple Watch,2022-03-19,11,10
P1 Apple Watch,2022-03-19,11,100
P1 Apple Watch,2022-03-19,11,41
P1 Apple Watch,2022-03-19,11,24
P1 Apple Watch,2022-03-19,11,22
P1 Apple Watch,2022-03-19,11,46
P1 Apple Watch,2022-03-19,11,50
P1 iPhone SE,2022-03-19,12,33
P1 iPhone SE,2022-03-19,12,90
P1 iPhone SE,2022-03-19,12,84
P1 Apple Watch,2022-03-19,11,8
P1 Apple Watch,2022-03-19,12,36
P1 Apple Watch,2022-03-19,12,19
P1 Apple Watch,2022-03-19,12,4
P1 Apple Watch,2022-03-19,12,87
P1 Apple Watch,2022-03-19,12,2
P1 Apple Watch,2022-03-19,12,2
P1 iPhone SE,2022-03-19,12,154
P1 Apple Watch,2022-03-19,12,74
P1 Apple Watch,2022-03-19,12,19
P1 Apple Watch,2022-03-19,12,47
P1 Apple Watch,2022-03-19,12,81
P1 Apple Watch,2022-03-19,12,33
P1 Apple Watch,2022-03-19,12,34
P1 iPhone SE,2022-03-19,13,27
P1 iPhone SE,2022-03-19,13,13
P1 iPhone SE,2022-03-19,13,12
P1 iPhone SE,2022-03-19,14,40
P1 iPhone SE,2022-03-19,15,368
P1 Apple Watch,2022-03-19,14,16
P1 iPhone SE,2022-03-19,15,17
P1 Apple Watch,2022-03-19,15,370
P1 Apple Watch,2022-03-19,15,12
P1 Apple Watch,2022-03-19,15,31
P1 Apple Watch,2022-03-19,15,5
P1 Apple Watch,2022-03-19,15,95
P1 Apple Watch,2022-03-19,15,10
P1 Apple Watch,2022-03-19,15,157
P1 Apple Watch,2022-03-19,16,54
P1 Apple Watch,2022-03-19,16,30
P1 Apple Watch,2022-03-19,16,41
P1 Apple Watch,2022-03-19,16,19
P1 Apple Watch,2022-03-19,16,28
P1 Apple Watch,2022-03-19,16,34
P1 iPhone SE,2022-03-19,16,1091
P1 iPhone SE,2022-03-19,16,1069
P1 iPhone SE,2022-03-19,16,1114
P1 iPhone SE,2022-03-19,16,424
P1 iPhone SE,2022-03-19,16,468
P1 iPhone SE,2022-03-19,17,9
P1 Apple Watch,2022-03-19,16,111
P1 Apple Watch,2022-03-19,16,116
P1 Apple Watch,2022-03-19,16,118
P1 Apple Watch,2022-03-19,16,112
P1 Apple Watch,2022-03-19,16,56
P1 Apple Watch,2022-03-19,16,1034
P1 Apple Watch,2022-03-19,16,118
P1 Apple Watch,2022-03-19,16,120
P1 Apple Watch,2022-03-19,16,120
P1 Apple Watch,2022-03-19,16,109
P1 Apple Watch,2022-03-19,16,108
P1 Apple Watch,2022-03-19,16,24
P1 Apple Watch,2022-03-19,16,91
P1 Apple Watch,2022-03-19,16,1072
P1 Apple Watch,2022-03-19,16,59
P1 Apple Watch,2022-03-19,16,558
P1 Apple Watch,2022-03-19,17,16
P1 Apple Watch,2022-03-19,17,21
P1 Apple Watch,2022-03-19,18,9
P1 Apple Watch,2022-03-19,18,16
P1 Apple Watch,2022-03-19,18,23
P1 Apple Watch,2022-03-19,18,21
P1 Apple Watch,2022-03-19,18,12
P1 iPhone SE,2022-03-19,20,587
P1 Apple Watch,2022-03-19,19,16
P1 Apple Watch,2022-03-19,19,2
P1 Apple Watch,2022-03-19,19,3
P1 Apple Watch,2022-03-19,19,25
P1 Apple Watch,2022-03-19,20,4
P1 Apple Watch,2022-03-19,20,34
P1 Apple Watch,2022-03-19,20,20
P1 Apple Watch,2022-03-19,20,96
P1 Apple Watch,2022-03-19,20,70
P1 Apple Watch,2022-03-19,20,103
P1 Apple Watch,2022-03-19,20,87
P1 Apple Watch,2022-03-19,20,96
P1 Apple Watch,2022-03-19,20,1
P1 Apple Watch,2022-03-19,20,43
P1 iPhone SE,2022-03-19,20,950
P1 iPhone SE,2022-03-19,20,1190
P1 iPhone SE,2022-03-19,20,1154
P1 iPhone SE,2022-03-19,20,287
P1 Apple Watch,2022-03-19,20,109
P1 Apple Watch,2022-03-19,20,120
P1 Apple Watch,2022-03-19,20,122
P1 Apple Watch,2022-03-19,20,124
P1 Apple Watch,2022-03-19,20,122
P1 Apple Watch,2022-03-19,20,124
P1 Apple Watch,2022-03-19,20,71
P1 Apple Watch,2022-03-19,20,123
P1 Apple Watch,2022-03-19,20,114
P1 Apple Watch,2022-03-19,20,124
P1 Apple Watch,2022-03-19,20,124
P1 Apple Watch,2022-03-19,20,116
P1 Apple Watch,2022-03-19,20,48
P1 Apple Watch,2022-03-19,20,115
P1 Apple Watch,2022-03-19,20,124
P1 Apple Watch,2022-03-19,20,110
P1 Apple Watch,2022-03-19,20,117
P1 Apple Watch,2022-03-19,20,92
P1 Apple Watch,2022-03-19,20,114
