Source,Date,Hour,Count
P2’s Apple Watch,2022-08-25,13,136
P2’s Apple Watch,2022-08-25,14,9
P2’s Apple Watch,2022-08-25,14,16
P2’s Apple Watch,2022-08-25,14,48
P2’s Apple Watch,2022-08-25,14,12
P2 Phone,2022-08-25,14,74
P2’s Apple Watch,2022-08-25,14,23
P2’s Apple Watch,2022-08-25,14,15
P2’s Apple Watch,2022-08-25,14,38
P2’s Apple Watch,2022-08-25,14,3
P2’s Apple Watch,2022-08-25,14,45
P2’s Apple Watch,2022-08-25,14,12
P2’s Apple Watch,2022-08-25,14,11
P2 Phone,2022-08-25,14,113
P2 Phone,2022-08-25,14,19
P2’s Apple Watch,2022-08-25,14,21
P2’s Apple Watch,2022-08-25,15,34
P2’s Apple Watch,2022-08-25,15,43
P2 Phone,2022-08-25,15,174
P2 Phone,2022-08-25,16,32
P2’s Apple Watch,2022-08-25,15,17
P2’s Apple Watch,2022-08-25,15,37
P2’s Apple Watch,2022-08-25,15,28
P2’s Apple Watch,2022-08-25,16,18
P2’s Apple Watch,2022-08-25,16,15
P2 Phone,2022-08-25,16,12
P2 Phone,2022-08-25,16,11
P2 Phone,2022-08-25,16,49
P2’s Apple Watch,2022-08-25,16,26
P2’s Apple Watch,2022-08-25,16,27
P2’s Apple Watch,2022-08-25,16,10
P2’s Apple Watch,2022-08-25,16,27
P2 Phone,2022-08-25,16,126
P2’s Apple Watch,2022-08-25,16,23
P2’s Apple Watch,2022-08-25,16,27
P2’s Apple Watch,2022-08-25,16,36
P2’s Apple Watch,2022-08-25,16,22
P2’s Apple Watch,2022-08-25,16,23
P2’s Apple Watch,2022-08-25,17,43
P2’s Apple Watch,2022-08-25,17,22
P2’s Apple Watch,2022-08-25,17,43
P2’s Apple Watch,2022-08-25,17,62
P2’s Apple Watch,2022-08-25,17,68
